"Rk","G","Game_Location","Opp","Game_Outcome","Team_Score","Opp_Score","FG_team","FGA_team","FG_percent_team","X3P_team","X3PA_team","X3P_percent_team","FT_team","FTA_team","FT_percent_team","ORB_team","TRB_team","AST_team","STL_team","BLK_team","TOV_team","PF_team","FG_opp","FGA_opp","FG_percent_opp","X3P_opp","X3PA_opp","X3P_percent_opp","FT_opp","FTA_opp","FT_percent_opp","ORB_opp","TRB_opp","AST_opp","STL_opp","BLK_opp","TOV_opp","PF_opp","Date","team_name"
22,22,"Away","PHI","L",95,103,33,79,0.418,11,28,0.393,18,23,0.783,3,35,19,7,7,14,24,36,74,0.486,8,22,0.364,23,30,0.767,3,44,22,5,2,16,20,2018-12-02,"https://www.basketball-reference.com/teams/MEM/2019/gamelog/"
23,23,"Home","LAC","W",96,86,37,85,0.435,7,28,0.25,15,24,0.625,11,49,18,9,6,15,27,25,74,0.338,8,23,0.348,28,35,0.8,11,47,16,9,4,18,21,2018-12-05,"https://www.basketball-reference.com/teams/MEM/2019/gamelog/"
24,24,"Away","NOP","W",107,103,39,83,0.47,8,19,0.421,21,28,0.75,10,42,30,10,7,11,25,38,84,0.452,7,29,0.241,20,24,0.833,10,42,25,5,5,18,25,2018-12-07,"https://www.basketball-reference.com/teams/MEM/2019/gamelog/"
25,25,"Home","LAL","L",88,111,34,84,0.405,6,30,0.2,14,18,0.778,9,36,17,13,7,15,19,43,97,0.443,16,40,0.4,9,12,0.75,19,57,27,11,6,18,22,2018-12-08,"https://www.basketball-reference.com/teams/MEM/2019/gamelog/"
26,26,"Away","DEN","L",99,105,37,74,0.5,9,27,0.333,16,17,0.941,6,34,22,7,4,14,19,39,77,0.506,9,28,0.321,18,23,0.783,11,40,22,11,6,13,17,2018-12-10,"https://www.basketball-reference.com/teams/MEM/2019/gamelog/"
27,27,"Home","POR","W",92,83,34,82,0.415,8,24,0.333,16,24,0.667,9,51,19,9,10,12,22,32,87,0.368,6,22,0.273,13,16,0.813,4,44,15,11,9,14,19,2018-12-12,"https://www.basketball-reference.com/teams/MEM/2019/gamelog/"
28,28,"Home","MIA","L",97,100,35,83,0.422,8,29,0.276,19,25,0.76,10,34,21,9,5,7,18,36,82,0.439,15,39,0.385,13,18,0.722,14,50,30,3,8,16,20,2018-12-14,"https://www.basketball-reference.com/teams/MEM/2019/gamelog/"
29,29,"Home","HOU","L",97,105,40,75,0.533,5,23,0.217,12,17,0.706,6,35,20,8,6,14,22,35,73,0.479,13,37,0.351,22,25,0.88,6,36,23,5,2,12,22,2018-12-15,"https://www.basketball-reference.com/teams/MEM/2019/gamelog/"
30,30,"Away","GSW","L",93,110,36,79,0.456,7,25,0.28,14,18,0.778,2,41,24,6,4,16,23,37,85,0.435,12,31,0.387,24,27,0.889,6,42,23,10,5,10,19,2018-12-17,"https://www.basketball-reference.com/teams/MEM/2019/gamelog/"
31,31,"Away","POR","L",92,99,33,78,0.423,9,27,0.333,17,19,0.895,11,36,22,12,10,14,21,35,75,0.467,11,26,0.423,18,20,0.9,12,43,16,9,4,21,23,2018-12-19,"https://www.basketball-reference.com/teams/MEM/2019/gamelog/"
32,32,"Away","SAC","L",99,102,37,80,0.463,16,32,0.5,9,10,0.9,8,44,24,7,8,18,25,33,88,0.375,15,41,0.366,21,29,0.724,12,42,25,10,5,9,15,2018-12-21,"https://www.basketball-reference.com/teams/MEM/2019/gamelog/"
33,33,"Away","LAL","W",107,99,42,90,0.467,14,26,0.538,9,14,0.643,9,43,24,9,7,9,20,37,75,0.493,10,30,0.333,15,22,0.682,6,41,27,6,8,16,16,2018-12-23,"https://www.basketball-reference.com/teams/MEM/2019/gamelog/"
34,34,"Home","CLE","W",95,87,36,72,0.5,5,22,0.227,18,24,0.75,3,34,22,7,9,12,16,33,93,0.355,9,29,0.31,12,15,0.8,19,53,19,9,1,16,21,2018-12-26,"https://www.basketball-reference.com/teams/MEM/2019/gamelog/"
35,35,"Home","BOS","L",103,112,36,76,0.474,7,26,0.269,24,29,0.828,8,36,24,11,2,16,22,40,80,0.5,16,36,0.444,16,18,0.889,7,36,29,10,4,17,24,2018-12-29,"https://www.basketball-reference.com/teams/MEM/2019/gamelog/"
36,36,"Away","HOU","L",101,113,38,82,0.463,6,25,0.24,19,30,0.633,6,39,24,11,4,10,31,31,70,0.443,18,41,0.439,33,45,0.733,7,46,19,5,4,13,25,2018-12-31,"https://www.basketball-reference.com/teams/MEM/2019/gamelog/"
37,37,"Home","DET","L",94,101,36,78,0.462,4,18,0.222,18,21,0.857,8,44,21,2,5,11,22,36,83,0.434,16,40,0.4,13,22,0.591,7,42,23,7,3,7,17,2019-01-02,"https://www.basketball-reference.com/teams/MEM/2019/gamelog/"
38,38,"Home","BRK","L",100,109,42,93,0.452,5,24,0.208,11,15,0.733,8,40,23,9,5,13,24,36,79,0.456,13,34,0.382,24,26,0.923,8,45,25,6,2,20,19,2019-01-04,"https://www.basketball-reference.com/teams/MEM/2019/gamelog/"
39,39,"Away","SAS","L",88,108,31,82,0.378,11,28,0.393,15,19,0.789,8,42,21,12,3,20,29,36,73,0.493,7,22,0.318,29,35,0.829,3,43,26,10,3,15,19,2019-01-05,"https://www.basketball-reference.com/teams/MEM/2019/gamelog/"
40,40,"Away","NOP","L",95,114,35,78,0.449,10,30,0.333,15,18,0.833,6,36,28,5,7,18,23,44,79,0.557,6,17,0.353,20,29,0.69,5,40,27,13,4,14,18,2019-01-07,"https://www.basketball-reference.com/teams/MEM/2019/gamelog/"
41,41,"Home","SAS","W",96,86,37,90,0.411,8,33,0.242,14,20,0.7,9,52,22,6,8,9,22,30,83,0.361,11,27,0.407,15,23,0.652,8,53,14,4,2,13,19,2019-01-09,"https://www.basketball-reference.com/teams/MEM/2019/gamelog/"
42,42,"Away","MIA","L",108,112,39,81,0.481,9,29,0.31,21,27,0.778,10,38,18,9,6,10,21,40,80,0.5,15,31,0.484,17,24,0.708,10,38,25,7,4,14,23,2019-01-12,"https://www.basketball-reference.com/teams/MEM/2019/gamelog/"
43,43,"Away","HOU","L",94,112,36,71,0.507,10,22,0.455,12,22,0.545,9,43,31,5,5,24,20,37,84,0.44,18,48,0.375,20,22,0.909,7,36,17,12,3,13,20,2019-01-14,"https://www.basketball-reference.com/teams/MEM/2019/gamelog/"
44,44,"Home","MIL","L",101,111,37,95,0.389,10,31,0.323,17,25,0.68,13,48,29,11,9,14,15,40,84,0.476,12,34,0.353,19,22,0.864,5,50,27,9,8,15,25,2019-01-16,"https://www.basketball-reference.com/teams/MEM/2019/gamelog/"
45,45,"Away","BOS","L",116,122,41,92,0.446,16,35,0.457,18,20,0.9,9,39,33,11,5,9,22,44,86,0.512,17,38,0.447,17,22,0.773,10,52,29,5,9,17,20,2019-01-18,"https://www.basketball-reference.com/teams/MEM/2019/gamelog/"
46,46,"Away","TOR","L",90,119,34,80,0.425,10,29,0.345,12,15,0.8,10,42,21,7,3,24,13,44,90,0.489,17,36,0.472,14,16,0.875,8,37,31,19,8,10,17,2019-01-19,"https://www.basketball-reference.com/teams/MEM/2019/gamelog/"
47,47,"Home","NOP","L",85,105,33,88,0.375,9,35,0.257,10,17,0.588,10,35,21,10,1,11,19,39,74,0.527,9,26,0.346,18,26,0.692,7,50,19,8,7,19,17,2019-01-21,"https://www.basketball-reference.com/teams/MEM/2019/gamelog/"
48,48,"Home","CHO","L",107,118,38,81,0.469,9,31,0.29,22,24,0.917,6,38,25,8,3,10,25,41,77,0.532,12,30,0.4,24,31,0.774,5,37,23,8,2,9,19,2019-01-23,"https://www.basketball-reference.com/teams/MEM/2019/gamelog/"
49,49,"Home","SAC","L",96,99,34,80,0.425,6,20,0.3,22,27,0.815,9,44,22,13,5,16,22,37,91,0.407,12,33,0.364,13,17,0.765,12,49,23,11,5,17,25,2019-01-25,"https://www.basketball-reference.com/teams/MEM/2019/gamelog/"
50,50,"Home","IND","W",106,103,39,80,0.488,9,28,0.321,19,28,0.679,8,36,29,8,5,12,24,32,74,0.432,9,27,0.333,30,36,0.833,7,40,20,7,5,17,26,2019-01-26,"https://www.basketball-reference.com/teams/MEM/2019/gamelog/"
51,51,"Home","DEN","L",92,95,35,78,0.449,9,32,0.281,13,19,0.684,9,42,26,5,7,19,22,37,84,0.44,8,36,0.222,13,14,0.929,9,37,17,10,2,15,18,2019-01-28,"https://www.basketball-reference.com/teams/MEM/2019/gamelog/"
52,52,"Away","MIN","L",97,99,36,87,0.414,6,23,0.261,19,22,0.864,14,51,21,3,7,18,27,37,95,0.389,8,35,0.229,17,22,0.773,11,41,25,12,3,10,24,2019-01-30,"https://www.basketball-reference.com/teams/MEM/2019/gamelog/"
53,53,"Away","CHO","L",92,100,35,80,0.438,9,29,0.31,13,17,0.765,9,40,23,8,3,11,22,32,73,0.438,12,29,0.414,24,28,0.857,6,40,15,6,7,12,17,2019-02-01,"https://www.basketball-reference.com/teams/MEM/2019/gamelog/"
54,54,"Away","NYK","W",96,84,37,91,0.407,9,26,0.346,13,18,0.722,10,49,25,8,4,7,20,28,74,0.378,12,40,0.3,16,22,0.727,6,45,20,4,6,15,16,2019-02-03,"https://www.basketball-reference.com/teams/MEM/2019/gamelog/"
55,55,"Home","MIN","W",108,106,36,86,0.419,15,34,0.441,21,29,0.724,12,39,18,11,6,8,18,39,87,0.448,9,29,0.31,19,20,0.95,16,55,26,4,4,15,23,2019-02-05,"https://www.basketball-reference.com/teams/MEM/2019/gamelog/"
56,56,"Away","OKC","L",95,117,34,77,0.442,7,24,0.292,20,23,0.87,8,45,19,9,4,24,21,43,90,0.478,17,44,0.386,14,22,0.636,11,44,29,17,2,11,25,2019-02-07,"https://www.basketball-reference.com/teams/MEM/2019/gamelog/"
57,57,"Home","NOP","W",99,90,38,88,0.432,8,29,0.276,15,18,0.833,10,45,27,6,2,10,24,34,86,0.395,6,33,0.182,16,27,0.593,17,52,25,6,5,15,22,2019-02-09,"https://www.basketball-reference.com/teams/MEM/2019/gamelog/"
58,58,"Home","SAS","L",107,108,44,89,0.494,8,24,0.333,11,16,0.688,8,48,25,5,6,12,23,36,86,0.419,13,21,0.619,23,29,0.793,10,43,23,6,5,7,14,2019-02-12,"https://www.basketball-reference.com/teams/MEM/2019/gamelog/"
59,59,"Away","CHI","L",110,122,43,89,0.483,11,31,0.355,13,17,0.765,6,32,33,9,5,8,19,45,80,0.563,8,20,0.4,24,29,0.828,9,46,28,2,3,14,19,2019-02-13,"https://www.basketball-reference.com/teams/MEM/2019/gamelog/"
60,60,"Home","LAC","L",106,112,33,90,0.367,9,32,0.281,31,36,0.861,11,39,20,10,6,11,31,35,75,0.467,6,25,0.24,36,42,0.857,7,49,21,8,4,23,30,2019-02-22,"https://www.basketball-reference.com/teams/MEM/2019/gamelog/"
61,61,"Away","CLE","L",107,112,40,90,0.444,5,25,0.2,22,28,0.786,15,43,18,7,6,12,21,39,88,0.443,16,42,0.381,18,23,0.783,14,52,25,6,3,18,26,2019-02-23,"https://www.basketball-reference.com/teams/MEM/2019/gamelog/"
62,62,"Home","LAL","W",110,105,41,93,0.441,9,36,0.25,19,23,0.826,15,57,20,7,5,14,21,40,89,0.449,10,27,0.37,15,20,0.75,10,46,25,8,5,17,28,2019-02-25,"https://www.basketball-reference.com/teams/MEM/2019/gamelog/"
63,63,"Home","CHI","L",107,109,41,94,0.436,9,27,0.333,16,18,0.889,12,46,25,7,5,16,17,39,82,0.476,8,24,0.333,23,25,0.92,7,42,20,12,9,15,20,2019-02-27,"https://www.basketball-reference.com/teams/MEM/2019/gamelog/"
64,64,"Away","DAL","W",111,81,39,78,0.5,14,34,0.412,19,24,0.792,4,50,30,4,6,15,30,26,85,0.306,7,40,0.175,22,33,0.667,13,43,17,9,5,10,23,2019-03-02,"https://www.basketball-reference.com/teams/MEM/2019/gamelog/"
65,65,"Away","OKC","L",95,99,35,79,0.443,7,22,0.318,18,19,0.947,4,44,22,9,9,20,25,33,93,0.355,9,30,0.3,24,33,0.727,17,53,19,10,5,14,19,2019-03-03,"https://www.basketball-reference.com/teams/MEM/2019/gamelog/"
66,66,"Home","POR","W",120,111,40,75,0.533,13,27,0.481,27,36,0.75,4,34,22,11,5,16,21,42,79,0.532,9,29,0.31,18,21,0.857,5,36,25,7,4,20,29,2019-03-05,"https://www.basketball-reference.com/teams/MEM/2019/gamelog/"
67,67,"Home","UTA","W",114,104,46,90,0.511,9,22,0.409,13,15,0.867,8,43,31,5,5,10,18,35,82,0.427,18,48,0.375,16,24,0.667,10,41,21,8,10,12,20,2019-03-08,"https://www.basketball-reference.com/teams/MEM/2019/gamelog/"
68,68,"Home","ORL","W",105,97,34,82,0.415,9,31,0.29,28,31,0.903,6,45,23,6,6,10,22,31,87,0.356,12,38,0.316,23,27,0.852,15,53,23,6,4,13,23,2019-03-10,"https://www.basketball-reference.com/teams/MEM/2019/gamelog/"
69,69,"Away","ATL","L",111,132,38,89,0.427,14,40,0.35,21,26,0.808,9,35,28,8,6,14,17,52,103,0.505,17,45,0.378,11,14,0.786,15,51,35,9,9,11,26,2019-03-13,"https://www.basketball-reference.com/teams/MEM/2019/gamelog/"
70,70,"Away","WAS","L",128,135,48,90,0.533,12,33,0.364,20,26,0.769,7,40,35,5,3,8,27,41,81,0.506,17,35,0.486,36,43,0.837,9,45,26,6,7,11,21,2019-03-16,"https://www.basketball-reference.com/teams/MEM/2019/gamelog/"
71,71,"Home","HOU","W",126,125,41,89,0.461,13,37,0.351,31,39,0.795,15,51,20,8,0,17,19,42,94,0.447,21,48,0.438,20,20,1,11,39,19,10,4,12,27,2019-03-20,"https://www.basketball-reference.com/teams/MEM/2019/gamelog/"
72,72,"Away","ORL","L",119,123,47,93,0.505,15,38,0.395,10,21,0.476,10,52,28,5,6,13,24,44,93,0.473,14,39,0.359,21,27,0.778,4,44,30,6,5,8,16,2019-03-22,"https://www.basketball-reference.com/teams/MEM/2019/gamelog/"
73,73,"Home","MIN","L",99,112,36,96,0.375,10,33,0.303,17,22,0.773,20,47,22,8,4,15,22,40,83,0.482,12,26,0.462,20,21,0.952,13,49,25,7,10,19,20,2019-03-23,"https://www.basketball-reference.com/teams/MEM/2019/gamelog/"
74,74,"Home","OKC","W",115,103,40,89,0.449,11,33,0.333,24,31,0.774,13,57,31,8,3,11,18,38,95,0.4,12,36,0.333,15,20,0.75,12,41,17,8,4,10,25,2019-03-25,"https://www.basketball-reference.com/teams/MEM/2019/gamelog/"
75,75,"Home","GSW","L",103,118,39,100,0.39,10,31,0.323,15,21,0.714,19,51,22,11,5,9,16,45,84,0.536,15,31,0.484,13,15,0.867,6,46,30,9,7,14,19,2019-03-27,"https://www.basketball-reference.com/teams/MEM/2019/gamelog/"
76,76,"Away","PHO","W",120,115,41,89,0.461,8,25,0.32,30,40,0.75,15,44,24,15,6,11,18,43,81,0.531,12,28,0.429,17,23,0.739,7,40,27,8,7,19,26,2019-03-30,"https://www.basketball-reference.com/teams/MEM/2019/gamelog/"
77,77,"Away","LAC","L",96,113,32,85,0.376,8,33,0.242,24,29,0.828,6,34,22,13,6,14,26,36,75,0.48,7,27,0.259,34,38,0.895,5,47,23,9,5,18,23,2019-03-31,"https://www.basketball-reference.com/teams/MEM/2019/gamelog/"
78,78,"Away","POR","L",89,116,31,80,0.388,11,33,0.333,16,19,0.842,4,32,20,10,9,13,16,48,94,0.511,10,31,0.323,10,16,0.625,14,54,28,9,3,13,14,2019-04-03,"https://www.basketball-reference.com/teams/MEM/2019/gamelog/"
79,79,"Away","DAL","W",122,112,46,96,0.479,16,41,0.39,14,16,0.875,12,50,30,7,2,10,16,41,96,0.427,17,47,0.362,13,21,0.619,11,42,28,4,4,9,13,2019-04-05,"https://www.basketball-reference.com/teams/MEM/2019/gamelog/"
80,80,"Home","DAL","L",127,129,42,98,0.429,19,44,0.432,24,28,0.857,10,53,32,4,4,7,24,45,98,0.459,12,41,0.293,27,34,0.794,11,51,31,4,5,6,23,2019-04-07,"https://www.basketball-reference.com/teams/MEM/2019/gamelog/"
81,81,"Away","DET","L",93,100,33,69,0.478,10,24,0.417,17,21,0.81,7,43,19,4,6,21,24,35,88,0.398,10,34,0.294,20,28,0.714,14,40,16,13,4,9,21,2019-04-09,"https://www.basketball-reference.com/teams/MEM/2019/gamelog/"
82,82,"Home","GSW","W",132,117,48,98,0.49,21,46,0.457,15,18,0.833,15,49,25,9,0,11,18,46,92,0.5,13,30,0.433,12,14,0.857,9,39,32,3,5,14,17,2019-04-10,"https://www.basketball-reference.com/teams/MEM/2019/gamelog/"
1,1,"Away","ORL","L",101,104,38,97,0.392,9,33,0.273,16,22,0.727,14,52,16,4,5,16,28,39,94,0.415,7,25,0.28,19,31,0.613,14,51,20,7,7,12,25,2018-10-17,"https://www.basketball-reference.com/teams/MIA/2019/gamelog/"
2,2,"Away","WAS","W",113,112,38,97,0.392,12,35,0.343,25,34,0.735,22,55,25,6,5,16,26,38,81,0.469,7,26,0.269,29,39,0.744,7,40,19,7,15,14,31,2018-10-18,"https://www.basketball-reference.com/teams/MIA/2019/gamelog/"
3,3,"Home","CHO","L",112,113,41,89,0.461,11,34,0.324,19,27,0.704,12,49,21,4,11,15,27,41,93,0.441,16,42,0.381,15,23,0.652,12,40,23,6,12,11,27,2018-10-20,"https://www.basketball-reference.com/teams/MIA/2019/gamelog/"
4,4,"Home","NYK","W",110,87,39,82,0.476,13,29,0.448,19,28,0.679,4,51,24,7,5,13,15,33,91,0.363,12,33,0.364,9,14,0.643,10,45,20,5,3,12,23,2018-10-24,"https://www.basketball-reference.com/teams/MIA/2019/gamelog/"
5,5,"Home","POR","W",120,111,44,96,0.458,15,39,0.385,17,26,0.654,16,56,21,7,8,12,21,37,88,0.42,12,33,0.364,25,28,0.893,8,42,14,7,8,9,25,2018-10-27,"https://www.basketball-reference.com/teams/MIA/2019/gamelog/"
6,6,"Home","SAC","L",113,123,38,92,0.413,13,39,0.333,24,34,0.706,13,52,20,10,9,18,21,48,97,0.495,12,26,0.462,15,25,0.6,9,46,28,8,8,12,23,2018-10-29,"https://www.basketball-reference.com/teams/MIA/2019/gamelog/"
7,7,"Away","CHO","L",113,125,41,87,0.471,11,28,0.393,20,24,0.833,10,34,25,9,5,15,26,44,81,0.543,13,28,0.464,24,29,0.828,8,39,27,7,5,14,26,2018-10-30,"https://www.basketball-reference.com/teams/MIA/2019/gamelog/"
8,8,"Away","ATL","L",118,123,41,85,0.482,16,40,0.4,20,26,0.769,13,41,27,6,6,17,20,46,88,0.523,13,32,0.406,18,23,0.783,8,37,33,11,7,16,21,2018-11-03,"https://www.basketball-reference.com/teams/MIA/2019/gamelog/"
9,9,"Away","DET","W",120,115,44,98,0.449,12,31,0.387,20,31,0.645,9,50,24,10,8,17,26,43,105,0.41,11,35,0.314,18,28,0.643,21,60,27,8,3,19,30,2018-11-05,"https://www.basketball-reference.com/teams/MIA/2019/gamelog/"
10,10,"Home","SAS","W",95,88,36,93,0.387,10,32,0.313,13,18,0.722,14,60,21,8,11,13,17,31,94,0.33,13,32,0.406,13,14,0.929,12,49,19,8,5,12,19,2018-11-07,"https://www.basketball-reference.com/teams/MIA/2019/gamelog/"
11,11,"Home","IND","L",102,110,36,80,0.45,14,27,0.519,16,27,0.593,9,38,27,6,6,23,27,43,79,0.544,7,20,0.35,17,29,0.586,6,39,20,10,5,18,26,2018-11-09,"https://www.basketball-reference.com/teams/MIA/2019/gamelog/"
12,12,"Home","WAS","L",110,116,39,88,0.443,12,33,0.364,20,26,0.769,14,38,25,5,5,19,31,40,83,0.482,8,22,0.364,28,38,0.737,16,48,14,8,5,15,25,2018-11-10,"https://www.basketball-reference.com/teams/MIA/2019/gamelog/"
13,13,"Home","PHI","L",114,124,37,77,0.481,13,31,0.419,27,33,0.818,8,40,19,5,6,15,30,39,83,0.47,15,36,0.417,31,39,0.795,10,42,24,5,0,9,24,2018-11-12,"https://www.basketball-reference.com/teams/MIA/2019/gamelog/"
14,14,"Away","BRK","W",120,107,46,85,0.541,8,29,0.276,20,28,0.714,6,47,23,6,6,17,27,41,101,0.406,8,28,0.286,17,24,0.708,16,46,17,10,2,15,29,2018-11-14,"https://www.basketball-reference.com/teams/MIA/2019/gamelog/"
15,15,"Away","IND","L",91,99,35,93,0.376,14,36,0.389,7,10,0.7,13,51,21,10,5,16,16,36,81,0.444,14,27,0.519,13,15,0.867,4,47,22,10,6,19,14,2018-11-16,"https://www.basketball-reference.com/teams/MIA/2019/gamelog/"
16,16,"Home","LAL","L",97,113,35,87,0.402,13,32,0.406,14,19,0.737,12,48,20,3,5,12,21,42,95,0.442,11,27,0.407,18,21,0.857,14,50,16,7,5,9,19,2018-11-18,"https://www.basketball-reference.com/teams/MIA/2019/gamelog/"
17,17,"Home","BRK","L",92,104,36,100,0.36,7,32,0.219,13,20,0.65,18,52,18,5,6,14,24,38,88,0.432,8,31,0.258,20,26,0.769,13,53,17,6,4,11,21,2018-11-20,"https://www.basketball-reference.com/teams/MIA/2019/gamelog/"
18,18,"Away","CHI","W",103,96,37,87,0.425,10,34,0.294,19,31,0.613,10,48,20,10,11,14,21,35,94,0.372,7,28,0.25,19,20,0.95,11,51,23,8,6,17,23,2018-11-23,"https://www.basketball-reference.com/teams/MIA/2019/gamelog/"
19,19,"Away","TOR","L",115,125,39,95,0.411,15,36,0.417,22,32,0.688,17,46,21,6,5,7,22,47,90,0.522,11,35,0.314,20,25,0.8,11,47,25,4,7,9,21,2018-11-25,"https://www.basketball-reference.com/teams/MIA/2019/gamelog/"
20,20,"Home","ATL","L",113,115,40,87,0.46,13,38,0.342,20,30,0.667,11,43,22,20,3,20,25,38,80,0.475,12,31,0.387,27,32,0.844,10,46,22,13,7,24,24,2018-11-27,"https://www.basketball-reference.com/teams/MIA/2019/gamelog/"
21,21,"Home","NOP","W",106,101,40,93,0.43,11,33,0.333,15,24,0.625,13,46,22,10,4,10,24,35,82,0.427,6,28,0.214,25,29,0.862,11,46,25,4,8,16,22,2018-11-30,"https://www.basketball-reference.com/teams/MIA/2019/gamelog/"
22,22,"Home","UTA","W",102,100,36,91,0.396,13,31,0.419,17,24,0.708,14,50,20,8,8,13,16,39,89,0.438,11,33,0.333,11,15,0.733,10,50,21,8,6,13,18,2018-12-02,"https://www.basketball-reference.com/teams/MIA/2019/gamelog/"
23,23,"Home","ORL","L",90,105,38,91,0.418,12,35,0.343,2,5,0.4,16,47,19,7,11,15,19,38,86,0.442,14,28,0.5,15,20,0.75,11,43,22,5,4,11,13,2018-12-04,"https://www.basketball-reference.com/teams/MIA/2019/gamelog/"
24,24,"Away","PHO","W",115,98,42,86,0.488,15,37,0.405,16,18,0.889,6,40,32,10,5,12,16,36,79,0.456,14,34,0.412,12,16,0.75,4,42,27,7,4,20,21,2018-12-07,"https://www.basketball-reference.com/teams/MIA/2019/gamelog/"
25,25,"Away","LAC","W",121,98,40,92,0.435,13,39,0.333,28,39,0.718,14,57,27,9,6,11,24,33,89,0.371,7,29,0.241,25,31,0.806,13,49,16,5,8,16,26,2018-12-08,"https://www.basketball-reference.com/teams/MIA/2019/gamelog/"
26,26,"Away","LAL","L",105,108,42,94,0.447,11,34,0.324,10,13,0.769,14,50,29,9,7,17,19,41,90,0.456,14,32,0.438,12,20,0.6,12,46,24,9,7,12,10,2018-12-10,"https://www.basketball-reference.com/teams/MIA/2019/gamelog/"
27,27,"Away","UTA","L",84,111,29,77,0.377,12,33,0.364,14,24,0.583,2,30,16,10,2,13,22,40,76,0.526,16,32,0.5,15,21,0.714,7,52,29,6,4,17,19,2018-12-12,"https://www.basketball-reference.com/teams/MIA/2019/gamelog/"
28,28,"Away","MEM","W",100,97,36,82,0.439,15,39,0.385,13,18,0.722,14,50,30,3,8,16,20,35,83,0.422,8,29,0.276,19,25,0.76,10,34,21,9,5,7,18,2018-12-14,"https://www.basketball-reference.com/teams/MIA/2019/gamelog/"
29,29,"Away","NOP","W",102,96,38,91,0.418,10,35,0.286,16,23,0.696,22,57,22,6,4,18,21,35,86,0.407,13,36,0.361,13,17,0.765,11,38,26,12,5,10,22,2018-12-16,"https://www.basketball-reference.com/teams/MIA/2019/gamelog/"
30,30,"Home","HOU","W",101,99,36,93,0.387,9,39,0.231,20,34,0.588,20,61,22,6,4,9,18,29,82,0.354,18,54,0.333,23,30,0.767,8,41,20,6,3,8,23,2018-12-20,"https://www.basketball-reference.com/teams/MIA/2019/gamelog/"
31,31,"Home","MIL","W",94,87,34,89,0.382,10,32,0.313,16,23,0.696,11,57,22,9,3,12,18,31,84,0.369,9,43,0.209,16,22,0.727,6,48,20,6,9,15,19,2018-12-22,"https://www.basketball-reference.com/teams/MIA/2019/gamelog/"
32,32,"Away","ORL","W",115,91,43,85,0.506,16,31,0.516,13,19,0.684,9,39,27,11,3,11,26,29,70,0.414,10,28,0.357,23,32,0.719,12,40,15,4,5,19,19,2018-12-23,"https://www.basketball-reference.com/teams/MIA/2019/gamelog/"
33,33,"Home","TOR","L",104,106,43,83,0.518,12,29,0.414,6,12,0.5,6,35,28,10,6,12,17,37,79,0.468,13,30,0.433,19,23,0.826,10,43,19,8,2,16,16,2018-12-26,"https://www.basketball-reference.com/teams/MIA/2019/gamelog/"
34,34,"Home","CLE","W",118,94,48,91,0.527,10,31,0.323,12,16,0.75,10,45,29,8,5,7,21,31,81,0.383,13,37,0.351,19,22,0.864,9,42,21,6,2,14,15,2018-12-28,"https://www.basketball-reference.com/teams/MIA/2019/gamelog/"
35,35,"Home","MIN","L",104,113,37,90,0.411,8,24,0.333,22,28,0.786,17,52,19,8,6,19,28,38,94,0.404,8,24,0.333,29,36,0.806,17,49,24,11,10,10,22,2018-12-30,"https://www.basketball-reference.com/teams/MIA/2019/gamelog/"
36,36,"Away","CLE","W",117,92,44,86,0.512,16,31,0.516,13,17,0.765,13,47,29,8,3,13,13,34,75,0.453,13,31,0.419,11,13,0.846,2,22,23,8,3,12,16,2019-01-02,"https://www.basketball-reference.com/teams/MIA/2019/gamelog/"
37,37,"Home","WAS","W",115,109,44,91,0.484,9,29,0.31,18,25,0.72,11,48,28,7,6,16,18,42,98,0.429,10,36,0.278,15,19,0.789,10,41,24,8,2,10,18,2019-01-04,"https://www.basketball-reference.com/teams/MIA/2019/gamelog/"
38,38,"Away","ATL","L",82,106,31,87,0.356,5,34,0.147,15,27,0.556,12,41,23,11,7,13,17,43,91,0.473,10,24,0.417,10,13,0.769,14,59,25,7,2,17,22,2019-01-06,"https://www.basketball-reference.com/teams/MIA/2019/gamelog/"
39,39,"Home","DEN","L",99,103,38,83,0.458,8,31,0.258,15,25,0.6,9,38,24,9,8,6,18,41,87,0.471,9,27,0.333,12,17,0.706,15,50,32,2,2,16,20,2019-01-08,"https://www.basketball-reference.com/teams/MIA/2019/gamelog/"
40,40,"Home","BOS","W",115,99,46,96,0.479,18,39,0.462,5,8,0.625,10,51,33,7,4,8,18,36,89,0.404,12,34,0.353,15,17,0.882,9,37,20,5,8,10,10,2019-01-10,"https://www.basketball-reference.com/teams/MIA/2019/gamelog/"
41,41,"Home","MEM","W",112,108,40,80,0.5,15,31,0.484,17,24,0.708,10,38,25,7,4,14,23,39,81,0.481,9,29,0.31,21,27,0.778,10,38,18,9,6,10,21,2019-01-12,"https://www.basketball-reference.com/teams/MIA/2019/gamelog/"
42,42,"Away","MIL","L",86,124,36,86,0.419,8,34,0.235,6,8,0.75,4,43,27,2,6,17,14,48,96,0.5,17,39,0.436,11,18,0.611,7,53,35,8,6,7,12,2019-01-15,"https://www.basketball-reference.com/teams/MIA/2019/gamelog/"
43,43,"Away","DET","L",93,98,39,77,0.506,10,29,0.345,5,19,0.263,7,45,25,3,6,19,20,35,82,0.427,13,33,0.394,15,18,0.833,8,42,23,7,2,11,20,2019-01-18,"https://www.basketball-reference.com/teams/MIA/2019/gamelog/"
